PBFE,100.0,50K,2278696,12.897
PBFE,110.0,50K,2571272,13.87
PBFE,120.0,50K,2872576,13.023
PBFE,130.0,50K,3185454,14.449
PBFE,140.0,50K,3511198,12.663
PBFE,150.0,50K,3849588,12.794
PBFE,160.0,50K,4203374,13.259
PBFE,170.0,50K,4566136,14.624
PBFE,180.0,50K,4939022,11.976
PBFE,190.0,50K,5322634,11.979
PBFE,200.0,50K,5715324,12.953
PBFE,100.0,60K,3239018,11.672
PBFE,110.0,60K,3657074,12.024
PBFE,120.0,60K,4088256,13.735
PBFE,130.0,60K,4534878,14.772
PBFE,140.0,60K,4998506,15.01
PBFE,150.0,60K,5480314,13.187
PBFE,160.0,60K,5983946,12.917
PBFE,170.0,60K,6501076,14.114
PBFE,180.0,60K,7033626,14.96
PBFE,190.0,60K,7578608,12.64
PBFE,200.0,60K,8136342,14.0
PBFE,100.0,70K,4400552,15.495
PBFE,110.0,70K,4968516,13.072
PBFE,120.0,70K,5555174,14.401
PBFE,130.0,70K,6163516,14.531
PBFE,140.0,70K,6795314,12.83
PBFE,150.0,70K,7450994,15.257
PBFE,160.0,70K,8135106,13.289
PBFE,170.0,70K,8839152,13.176
PBFE,180.0,70K,9563706,16.66
PBFE,190.0,70K,10305904,13.196
PBFE,200.0,70K,11067052,14.141
PBFE,100.0,80K,5705784,16.597
PBFE,110.0,80K,6444160,14.885
PBFE,120.0,80K,7207104,13.382
PBFE,130.0,80K,7997580,13.169
PBFE,140.0,80K,8818552,13.225
PBFE,150.0,80K,9671534,13.13
PBFE,160.0,80K,10559318,14.462
PBFE,170.0,80K,11473632,13.533
PBFE,180.0,80K,12415368,13.172
PBFE,190.0,80K,13382132,14.418
PBFE,200.0,80K,14374940,13.488
PBFE,100.0,90K,7216172,17.136
PBFE,110.0,90K,8149214,13.201
PBFE,120.0,90K,9113660,16.392
PBFE,130.0,90K,10113310,13.855
PBFE,140.0,90K,11151166,15.751
PBFE,150.0,90K,12228934,14.046
PBFE,160.0,90K,13352786,13.913
PBFE,170.0,90K,14510342,13.682
PBFE,180.0,90K,15700274,17.456
PBFE,190.0,90K,16921822,13.849
PBFE,200.0,90K,18176050,13.182
PBFE,100.0,100K,8923262,13.588
PBFE,110.0,100K,10073688,15.912
PBFE,120.0,100K,11262520,13.025
PBFE,130.0,100K,12496948,13.553
PBFE,140.0,100K,13778910,15.371
PBFE,150.0,100K,15107888,14.963
PBFE,160.0,100K,16495564,14.335
PBFE,170.0,100K,17927122,14.607
PBFE,180.0,100K,19397578,15.514
PBFE,190.0,100K,20906782,14.858
PBFE,200.0,100K,22455664,14.898
